,note,nrate,ingre,time,rooturl,pattern,recipeurl,budget,level,likes,nutriscore,ecoscore
Bricks à la viande hachée,3.5,2,"viande hachée,fromage fondu,oeuf,poivre,sel,brick (attention bien choisir ses feuilles au préalable, évitez les feuilles trop fines).Dans une poêle, faire cuire la viande hachée en la saupoudrant de...",30,https://www.marmiton.org/recettes/recherche.aspx?aqt=Viandes-de-Noël&start=612&page=52,Viandes-de-Noël,https://www.marmiton.org/recettes/recette_bricks-a-la-viande-hachee_62582.aspx,bon marché,facile,221,d,c
Rendre la viande de porc plus moelleuse,5,1,".Pour que le porc (rôti) soit plus moelleux, faites-le tremper quelques heures dans un plat où vous aurez mis 1/2 litre de lait.  Vous pouvez vous servir du lait dans la cuisson.",75,https://www.marmiton.org/recettes/recherche.aspx?aqt=Viandes-de-Noël&start=612&page=52,Viandes-de-Noël,https://www.marmiton.org/recettes/recette_rendre-la-viande-de-porc-plus-moelleuse_15123.aspx,bon marché,très facile,59,,
Potage aux tomates et boulettes de viande,4.6,5,"tomate,courgette,carotte,oignon,céleri,légumes,Volailles,boeuf selon vos préférences ou votre armoire),sucre (facultatif),concentré de tomates (facultatif),viande hachée porc et boeuf ou porc et...",60,https://www.marmiton.org/recettes/recherche.aspx?aqt=Viandes-de-Noël&start=612&page=52,Viandes-de-Noël,https://www.marmiton.org/recettes/recette_potage-aux-tomates-et-boulettes-de-viande_46550.aspx,bon marché,facile,241,a,d
Poêlée de chou fleur et  viande hachée,4,6,"chou-fleur ou 1 sachet de fleurettes de chou fleur congelées,viande hachée,poivron vert,tomate,crème fraîche épaisse,oignon,sel,poivre.Faire cuire le chou fleur jusqu'à ce qu'il soit tendre(cuisson...",45,https://www.marmiton.org/recettes/recherche.aspx?aqt=Viandes-de-Noël&start=612&page=52,Viandes-de-Noël,https://www.marmiton.org/recettes/recette_poelee-de-chou-fleur-et-viande-hachee_69107.aspx,bon marché,facile,237,c,b
Recette allemande de viande marinée : Sauerbraten,4.5,2,"boeuf ( pièce de gîte de préférence),vinaigre de vin rouge,vin rouge,feuille de laurier,poivre noir,oignon émincés,carotte émincée,pomme de terre coupées en dés,cube de bouillon dissous dans 25 cl...",180,https://www.marmiton.org/recettes/recherche.aspx?aqt=Viandes-de-Noël&start=612&page=52,Viandes-de-Noël,https://www.marmiton.org/recettes/recette_recette-allemande-de-viande-marinee-sauerbraten_51818.aspx,Coût moyen,Niveau moyen,108,d,d
Gratin de céléri-rave à la viande,4.9,14,"épaule d'agneau sans os ou de hachis de bœuf,céleri rave,pomme de terre,beurre,oignon,échalote,ail,persil,huile,chapelure,poivre,sel,fromage râpé,beurre.Commencer par préparer une purée avec le...",90,https://www.marmiton.org/recettes/recherche.aspx?aqt=Viandes-de-Noël&start=612&page=52,Viandes-de-Noël,https://www.marmiton.org/recettes/recette_gratin-de-celeri-rave-a-la-viande_49109.aspx,Coût moyen,facile,440,c,d
Gratin de choux à la viande hachée,0,0,"chou vert (ou autre),pomme de terre,carotte,oignon,ail,viande hachée (de préférence mélange boeuf-porc),bouillon,crème épaisse,flocons d'avoine précuits,fromage râpé (gruyère ou autre),chou vert (ou...",45,https://www.marmiton.org/recettes/recherche.aspx?aqt=Viandes-de-Noël&start=612&page=52,Viandes-de-Noël,https://www.marmiton.org/recettes/recette_recette-gratin-de-choux-et-viande-hachee_331576.aspx,bon marché,facile,168,d,b
Pannequets de mozzarella à la viande de grison,3.5,2,"brick,viande de grison,mozzarella de bufflone,tomate rondes,basilic,huile d'olive,poivre du moulin,sel.- Préchauffez le four à 210°, thermostat 7.- Sur une feuille de brick, placez au milieu et dans...",20,https://www.marmiton.org/recettes/recherche.aspx?aqt=Viandes-de-Noël&start=612&page=52,Viandes-de-Noël,https://www.marmiton.org/recettes/recette_pannequets-de-mozzarella-a-la-viande-de-grison_72856.aspx,Coût moyen,très facile,78,a,e
Gratin moelleux de chou-fleur et viande ,3.8,6,"chou-fleur frais ou 1 kilo de surgelé,pomme de terre moyennes,chair à saucisse,pain rassie,lait,gruyère râpé,sel.Séparer le chou fleur en petits bouquets et le faire cuire à l'eau bouillant salée...",60,https://www.marmiton.org/recettes/recherche.aspx?aqt=Viandes-de-Noël&start=612&page=52,Viandes-de-Noël,https://www.marmiton.org/recettes/recette_gratin-moelleux-de-chou-fleur-et-viande_42702.aspx,bon marché,très facile,145,a,b
Marinade pour viande de boucherie ou venaison gibier,5,1,"carotte,oignon,échalote,céleri,queue de persil,thym,feuille de laurier,poivre,clou de girofle,vin rouge,vinaigre de vin,huile.Assaisonner la viande de sel et poivre. Emincer carottes, oignons et...",15,https://www.marmiton.org/recettes/recherche.aspx?aqt=Viandes-de-Noël&start=612&page=52,Viandes-de-Noël,https://www.marmiton.org/recettes/recette_marinade-pour-viande-de-boucherie-ou-venaison-gibier_24903.aspx,bon marché,très facile,208,a,e
Tarte de petits légumes à la viande,4.7,9,"pâte feuilletée,boeuf haché,porc haché,courgette,carotte,poivron rouge et 1 vert,oignon,ail,crème liquide,oeuf,pistou,Ras el Hanout (2 cuillères à café),thym,herbes de Provence,persil...",65,https://www.marmiton.org/recettes/recherche.aspx?aqt=Viandes-de-Noël&start=624&page=53,Viandes-de-Noël,https://www.marmiton.org/recettes/recette_tarte-de-petits-legumes-a-la-viande_17838.aspx,bon marché,facile,539,b,c
Raclette à la viande hachée de Marie,4,1,"viande de bœuf hachée (150 g par personne),coriandre fraîche,échalote (1/4 pour 150 g de viande),pomme de terre,fromage à raclette.Hacher les échalotes et la coriandre fraîche, mélanger avec la...",45,https://www.marmiton.org/recettes/recherche.aspx?aqt=Viandes-de-Noël&start=624&page=53,Viandes-de-Noël,https://www.marmiton.org/recettes/recette_raclette-americaine-viande-hachee-de-marie_195491.aspx,bon marché,facile,78,b,b
Potée de chou à la viande express,5,5,"chou verts,lardons fumés de préférence en allumettes,viande hachée,oignon jaune,beurre.Laver les choux puis les couper en lanières.Dans une cocotte, faire revenir l'oignon avec du beurre. Une fois...",75,https://www.marmiton.org/recettes/recherche.aspx?aqt=Viandes-de-Noël&start=624&page=53,Viandes-de-Noël,https://www.marmiton.org/recettes/recette_potee-de-chou-a-la-viande-express_70147.aspx,bon marché,très facile,398,b,c
Marinades de viande marinées pour barbecue original,4,2,"filet mignon de veau (ou de porc. Quantités selon le nombre de convives),sirop de rose,ail,soja,gin,sauge,caramel (ou miel),vinaigre de cerise,thym,vin de myrte.Marinades :- 1er : sirop de rose + ail-...",10,https://www.marmiton.org/recettes/recherche.aspx?aqt=Viandes-de-Noël&start=624&page=53,Viandes-de-Noël,https://www.marmiton.org/recettes/recette_marinades-de-viande-marinees-pour-barbecue-original_16477.aspx,Coût moyen,très facile,539,a,d
Petits pains de viande faciles et rapides,5,1,"viande hachée 5% de matières grasses,concentré de tomates,oeuf,son de blé,herbes de Provence ,,ail lyophilisé ou frais,poivre,sel.Préchauffer le four à 180°C (thermostat 6).Mélanger tous les...",40,https://www.marmiton.org/recettes/recherche.aspx?aqt=Viandes-de-Noël&start=624&page=53,Viandes-de-Noël,https://www.marmiton.org/recettes/recette_petits-pains-de-viande-faciles-et-rapides_336214.aspx,bon marché,facile,101,d,e
Chouchouka merguez et viande hachée,5,1,"merguez,viande hachée,oignon,harissa,tomate,poivron de couleurs différentes,sauce tomate,poivre,sel.Couper les merguez en morceaux, les piquer et faire cuire à la poêle ou au four pour enlever le...",45,https://www.marmiton.org/recettes/recherche.aspx?aqt=Viandes-de-Noël&start=624&page=53,Viandes-de-Noël,https://www.marmiton.org/recettes/recette_chouchouka-merguez-et-viande-hachee_67766.aspx,bon marché,très facile,259,c,e
Tourte à la viande parfumée,0,0,"pâte feuilletée prêtes à dérouler,carotte,ail,échalote,lardons fumés,sauté de porc,viande de porc hachée,estragon surgelé,vin blanc sec.Préparer les légumes (carottes, ail, échalotes) en les...",70,https://www.marmiton.org/recettes/recherche.aspx?aqt=Viandes-de-Noël&start=624&page=53,Viandes-de-Noël,https://www.marmiton.org/recettes/recette_tourte-a-la-viande-parfumee_345831.aspx,bon marché,facile,137,c,d
Beignets à la viande bœuf,5,1,"farine,oeuf,levure de boulanger,eau tiède sucrée et salée,beurre,lait tiède,sel,oignon,viande hachée de bœuf,huile d'olive.Mettre la farine dans un contenant adéquat. Ajouter le beurre ramolli au...",50,https://www.marmiton.org/recettes/recherche.aspx?aqt=Viandes-de-Noël&start=624&page=53,Viandes-de-Noël,https://www.marmiton.org/recettes/recette_beignets-a-la-viande-boeuf_230677.aspx,bon marché,facile,115,c,c
Pain à la viande barbecue,0,0,"steak hachés,baguette de pain de la veille,oeuf,oignon,échalote,épices,huile.Malaxez les steacks hachés. Mélangez avec les épices de votre choix, oignons hachés et échalotes.Tartinez la...",20,https://www.marmiton.org/recettes/recherche.aspx?aqt=Viandes-de-Noël&start=624&page=53,Viandes-de-Noël,https://www.marmiton.org/recettes/recette_pain-a-la-viande-barbecue_69958.aspx,bon marché,très facile,77,b,d
Pkeila-épinards confis et viande,0,0,"épinards,joue de boeuf,queue de boeuf,haricot blancs (à faire tremper la veille),céleri,oignon,ail,huile,menthe,poivre,sel,coriandre.Faire frire dans l'huile les feuilles d'épinards lavées et...",180,https://www.marmiton.org/recettes/recherche.aspx?aqt=Viandes-de-Noël&start=636&page=54,Viandes-de-Noël,https://www.marmiton.org/recettes/recette_pkeila-epinards-confis-et-viande_82222.aspx,bon marché,facile,18,a,d
Cannellonis à la viande et au chèvre,4.6,5,"canneloni secs,boeuf haché,chair à saucisse ou farce à légumes,fromage de chèvre frais, type ""petit Billy"",oignon,sauce tomate,gruyère râpé,herbes de Provence,poivre,sel,huile d'olive,ail...",60,https://www.marmiton.org/recettes/recherche.aspx?aqt=Viandes-de-Noël&start=636&page=54,Viandes-de-Noël,https://www.marmiton.org/recettes/recette_cannellonis-a-la-viande-et-au-chevre_50612.aspx,Coût moyen,facile,459,c,d
Soufflés à la viande très faciles,3.3,4,"viande déjà cuite (restes d'épaule d'agneau ou de gigot),béchamel épaisse (1 briquette, ou bien faite maison avec 75 g de beurre à faire fondre dans une casserole, avec 2 cuillères à soupe de farine...",75,https://www.marmiton.org/recettes/recherche.aspx?aqt=Viandes-de-Noël&start=636&page=54,Viandes-de-Noël,https://www.marmiton.org/recettes/recette_souffles-a-la-viande-tres-faciles_31977.aspx,bon marché,très facile,231,e,c
Courgette farcie sans fromage ni viande,2,1,"courgette,tomate,ail,huile d'olive,oignon,sel,poivre et d'origan..Plus que les courgettes dans le frigo ?Pas de problème !Coupez en 2 les courgettes.Videz les courgettes avec une grande ...",45,https://www.marmiton.org/recettes/recherche.aspx?aqt=Viandes-de-Noël&start=636&page=54,Viandes-de-Noël,https://www.marmiton.org/recettes/recette_courgette-farcie-sans-fromage-ni-viande_167590.aspx,bon marché,très facile,59,a,a
Bagels à la viande des grisons,5,1,"bagel,carré frais à O%,petit suisse,ail,basilic,huile d'olive,viande de grison,mâche.Écraser les carrés frais et le petit suisse etajouter l'ail pressé et le basilic haché.Mélanger le tout avec...",35,https://www.marmiton.org/recettes/recherche.aspx?aqt=Viandes-de-Noël&start=636&page=54,Viandes-de-Noël,https://www.marmiton.org/recettes/recette_bagles-a-la-viande-des-grisons_171421.aspx,Coût moyen,très facile,131,b,e
Gratin d'épinards à la viande,0,0,"épinards,steak hachés (500 g de farce de porc),crème légère liquide,huile d'olive,jaune d'oeuf,ail,persil,biscotte,fromage râpé,sel,poivre.Si vous n'avez pas de farce et si celle-ci est nature,...",60,https://www.marmiton.org/recettes/recherche.aspx?aqt=Viandes-de-Noël&start=636&page=54,Viandes-de-Noël,https://www.marmiton.org/recettes/recette_gratin-d-epinards-a-la-viande_334274.aspx,bon marché,facile,37,b,d
Crêpes farcies à la viande,0,0,"viande hachée,lard de poitrine,concentré de tomates,pain de mie,lait,échalote,jaune d'oeuf,farine,eau,poivre,sel.Faire des crêpes. Pour la farce : Faire cuire la viande hachée, y ajouter la mie de...",55,https://www.marmiton.org/recettes/recherche.aspx?aqt=Viandes-de-Noël&start=636&page=54,Viandes-de-Noël,https://www.marmiton.org/recettes/recette_crepes-farcies-a-la-viande_19881.aspx,bon marché,facile,90,c,b
Croustade à la viande hachée,0,0,"pâte feuilletée surgelée (250 g chacun),viande de boeuf hachée,oignon,tomate,jaune d'oeuf,moutarde,quatre-épices,sel,poivre.La veille, faire dégeler les pâtes feuilletées en les laissant reposer...",50,https://www.marmiton.org/recettes/recherche.aspx?aqt=Viandes-de-Noël&start=636&page=54,Viandes-de-Noël,https://www.marmiton.org/recettes/recette_croustade-a-la-viande-hachee_321574.aspx,bon marché,facile,199,d,c
Duo melon et viande des grisons,0,0,"melon,sel,viande de grison.Préparer le melon en ôtant pépins et peau.Mixer la chair et la pincée de sel au blinder, vitesse maximum pour réaliser une crème onctueuse.Répartir le tout dans 6...",5,https://www.marmiton.org/recettes/recherche.aspx?aqt=Viandes-de-Noël&start=636&page=54,Viandes-de-Noël,https://www.marmiton.org/recettes/recette_duo-melon-grisons_212517.aspx,bon marché,facile,29,a,e
Cake à la viande hachée,3.2,6,"viande hachée de boeuf,gruyère,farine,crème fraîche épaisse,fromage frais (type Vache qui rit),oignon,oeuf,moutarde,herbes de Provence,levure,poivre,sel.Allumer le four thermostat 6 (180°C),faire...",65,https://www.marmiton.org/recettes/recherche.aspx?aqt=Viandes-de-Noël&start=636&page=54,Viandes-de-Noël,https://www.marmiton.org/recettes/recette_cake-a-la-viande-hachee_83515.aspx,bon marché,très facile,280,d,c
Pimientos farcis à la viande,0,0,"poivron cuits, pelés, marinant dans de l'huile d'olive),viande de boeuf hachée,jambon blanc,chapelure,oeuf,poivre,sel,ail,béchamel.Préchauffez le four à 180°C (thermostat 6).Egouttez les pimientos...",50,https://www.marmiton.org/recettes/recherche.aspx?aqt=Viandes-de-Noël&start=636&page=54,Viandes-de-Noël,https://www.marmiton.org/recettes/recette_pimientos-farcis-a-la-viande_52495.aspx,bon marché,facile,12,a,b
calamars farcis à la viande,0,0,"calamar,chair à saucisse,haché de veau ,carotte,tomate à l’italienne (Picard),petit pain suédois,oignon,ail,miel,persil,coriandre.Nettoyer les calamars en séparant les tentacules du tube : enlever...",75,https://www.marmiton.org/recettes/recherche.aspx?aqt=Viandes-de-Noël&start=648&page=55,Viandes-de-Noël,https://www.marmiton.org/recettes/recette_calamars-farcis-a-la-viande_69075.aspx,Coût moyen,facile,56,b,d
Chausson à la viande hachée,3.5,2,"pâte feuilletée,viande hachée,crème,persil,oignon,parmesan râpé,poivre,sel.Hacher persil et oignon. Intégrer dans la viande hachée en ajoutant le parmesan, la crème, du poivre et du...",50,https://www.marmiton.org/recettes/recherche.aspx?aqt=Viandes-de-Noël&start=648&page=55,Viandes-de-Noël,https://www.marmiton.org/recettes/recette_chausson-a-la-viande-hachee_88510.aspx,bon marché,facile,284,e,c
Pâtes farcies à la viande,3.5,2,"steak hachés surgelés,pâtes à farcir,coulis de tomate,oignon frais,basilic frais,cumin,parmesan,huile d'olive,poivre,sel.Faire cuire les pâtes dans une grande quantité d'eau salée avec un peu...",30,https://www.marmiton.org/recettes/recherche.aspx?aqt=Viandes-de-Noël&start=648&page=55,Viandes-de-Noël,https://www.marmiton.org/recettes/recette_pates-farcies-a-la-viande_50295.aspx,bon marché,facile,151,a,c
"Boulettes de viande aplaties, recette serbe.",4,1,"boeuf haché,échine de porc hachée,oeuf complet et 1 jaune d'oeuf,pain blanc rassis sans croûte (évitez la chapelure),lait,poivre de Cayenne,sel,oignon,ail,persil,origan.Faites tremper le pain dans...",40,https://www.marmiton.org/recettes/recherche.aspx?aqt=Viandes-de-Noël&start=648&page=55,Viandes-de-Noël,https://www.marmiton.org/recettes/recette_boulettes-de-viande-aplaties-recette-serbe_60818.aspx,bon marché,facile,69,c,e
Viande des grisons à l'huile de truffe,4,1,"viande séchée des grisons,mozzarella,huile de truffe,poivre,sel.Couper la viande en petits morceaux.Couper la mozzarella en petits morceaux.Mettre le tout dans un saladier, ajouter l'huile de truffe,...",5,https://www.marmiton.org/recettes/recherche.aspx?aqt=Viandes-de-Noël&start=648&page=55,Viandes-de-Noël,https://www.marmiton.org/recettes/recette_viande-des-grisons-a-l-huile-de-truffe_57566.aspx,assez cher,très facile,26,e,c
Gâteau de viande à pot au feu,0,0,"viande à pot au feu hachée,oignon haché,tomate fraîches,crème,oeuf,sel fin,poivre,persil haché,chapelure ou 3 cuillères à soupe de farine.Préchauffer le four à 200°C (thermostat 6-7).Bien...",55,https://www.marmiton.org/recettes/recherche.aspx?aqt=Viandes-de-Noël&start=648&page=55,Viandes-de-Noël,https://www.marmiton.org/recettes/recette_gateau-de-viande-a-pot-au-feu_230676.aspx,bon marché,facile,41,d,c
salade courgette parmesan viande de grison,0,0,"courgette bien fermes,parmesan,viande de grison (rayon charcuterie grande surface),citron,huile d'olive,poivre,sel.Eplucher les courgettes de façon à faire des rayures (blanc/vert), puis les couper en...",18,https://www.marmiton.org/recettes/recherche.aspx?aqt=Viandes-de-Noël&start=648&page=55,Viandes-de-Noël,https://www.marmiton.org/recettes/recette_salade-courgette-parmesan-viande-de-grison_73327.aspx,bon marché,très facile,45,a,e
Boulettes de viande à la menthe et au cumin,4.4,8,"viande hachée (boeuf ou agneau),menthe,oignon moyens,ail,cumin en poudre,huile d'olive,oeuf,sel,poivre.Hacher l'oignon et passer l'ail au presse-ail.Les ajouter à la viande, avec un brin de menthe...",30,https://www.marmiton.org/recettes/recherche.aspx?aqt=Viandes-de-Noël&start=648&page=55,Viandes-de-Noël,https://www.marmiton.org/recettes/recette_boulettes-de-viande-a-la-menthe-et-au-cumin_41040.aspx,bon marché,très facile,306,c,b
samoussa à la viande hachée,1,1,"brick,viande hachée,pomme de terre,oeuf,fromage râpé,coriandre,sel,poivre.Coupez les pommes de terre en cube et les faire cuire dans une casserole à l'eau bouillante. Dans un saladier, mettez la...",120,https://www.marmiton.org/recettes/recherche.aspx?aqt=Viandes-de-Noël&start=648&page=55,Viandes-de-Noël,https://www.marmiton.org/recettes/recette_samoussa-a-la-viande-hachee_336978.aspx,bon marché,facile,296,b,b
Poivrons mijotés à la viande,0,0,"oignon,ail,viande hachée,poivron tricolores si possible,maïs en boîte,épices à chili,tomates pelées,concentré de tomates.Faire revenir dans l'huile d'olive oignons et ail émincés puis,...",55,https://www.marmiton.org/recettes/recherche.aspx?aqt=Viandes-de-Noël&start=648&page=55,Viandes-de-Noël,https://www.marmiton.org/recettes/recette_poivrons-mijotes-a-la-viande_60777.aspx,bon marché,facile,53,a,b
Petits pâtés à la viande,2,1,"oignon,lard (ou lardons),boeuf haché,oeuf,pâte feuilletée,poivre,muscade,huile d'olive,chapelure ou 2 cuillères à soupe de farine.Epluchez les oignons, coupez-les en tranches et faites-les revenir...",45,https://www.marmiton.org/recettes/recherche.aspx?aqt=Viandes-de-Noël&start=648&page=55,Viandes-de-Noël,https://www.marmiton.org/recettes/recette_petits-pates-a-la-viande_67672.aspx,bon marché,très facile,112,d,e
Piombi à la viande (pâtes),5,1,"pâtes Moccagatta),pois chiches,févette,blanquette de veau ,oignon,ail,tomate,sel,laurier,coriandre fraîche.La veille, faire tremper les pois chiches.Le lendemain, faire revenir la viande coupée en...",60,https://www.marmiton.org/recettes/recherche.aspx?aqt=Viandes-de-Noël&start=660&page=56,Viandes-de-Noël,https://www.marmiton.org/recettes/recette_piombi-a-la-viande-pates_41866.aspx,Coût moyen,facile,36,a,d
Viande hachée cuite sans graisse,1.8,4,"viande hachée,citron,vinaigre,gruyère râpé,curry,poivre,sel,ail,persil.Dans un wok prechauffé, verser le jus des deux citrons. Quand le jus 'bulle', ajouter le vinaigre, puis laisser chauffer un...",30,https://www.marmiton.org/recettes/recherche.aspx?aqt=Viandes-de-Noël&start=660&page=56,Viandes-de-Noël,https://www.marmiton.org/recettes/recette_viande-hachee-cuite-sans-graisse_15361.aspx,bon marché,facile,58,c,c
Bricks à la viande épicée,4.9,12,"brick,viande de boeuf,viande de porc (échine ),oeuf,oignon,ail,feuilles de coriandre fraîche,curcuma,curry,gingembre moulu,sauce soja,sel,beurre.Préparez la farce : hachez la viande, incorporez la...",40,https://www.marmiton.org/recettes/recherche.aspx?aqt=Viandes-de-Noël&start=660&page=56,Viandes-de-Noël,https://www.marmiton.org/recettes/recette_bricks-a-la-viande-epicee_38971.aspx,bon marché,très facile,879,d,c
Orangines - arrancini ( boulettes de riz à la viande ),3.8,13,"riz,chapelure,sauce tomate,viande hachée,petit pois,ail,oignon,poivre,sel,sucre,oeuf.Faire revenir l'oignon et l'ail dans une poêle. A part, dans une autre poêle faire revenir la viande hachée. Dans...",75,https://www.marmiton.org/recettes/recherche.aspx?aqt=Viandes-de-Noël&start=660&page=56,Viandes-de-Noël,https://www.marmiton.org/recettes/recette_orangines-arrancini-boulettes-de-riz-a-la-viande_21441.aspx,assez cher,Niveau moyen,677,b,b
"Boulettes de viande, thym citron et sauce cacahuète",4.5,2,"viande hachée (boeuf et porc),chapelure,oeuf,thym citron,poivre,sel,tomates pelées,oignon,beurre de cacahuètes ou de cacahuètes pilées,Pili Pili.Mélanger la viande, la chapelure, l'oeuf, le sel, le...",75,https://www.marmiton.org/recettes/recherche.aspx?aqt=Viandes-de-Noël&start=660&page=56,Viandes-de-Noël,https://www.marmiton.org/recettes/recette_boulettes-de-viande-thym-citron-et-sauce-cacahuete_72432.aspx,bon marché,facile,68,a,b
Boulettes de viande à la coriandre et sauce tomate,4.9,10,"steak hachés,chair à saucisse,oignon haché fin,ail hachée fin,coriandre hachée,oeuf,piment frais ou pincée de piment en poudre,concentré de tomates,cube de bouillon,farine,huile d'olive.Dans un...",50,https://www.marmiton.org/recettes/recherche.aspx?aqt=Viandes-de-Noël&start=660&page=56,Viandes-de-Noël,https://www.marmiton.org/recettes/recette_boulettes-de-viande-a-la-coriandre-et-sauce-tomate_83521.aspx,bon marché,Niveau moyen,442,d,e
Quiche à la pomme de terre et saucisse de viande,4,1,"pâte brisée,pomme de terre,huile d'olive,crème liquide,oeuf,gruyère râpé,muscade,sel,poivre.Préchauffer à 180°C (thermostat 6)Sortir la pâte brisée du frigo et l'étaler dans un plat à tarte....",75,https://www.marmiton.org/recettes/recherche.aspx?aqt=Viandes-de-Noël&start=660&page=56,Viandes-de-Noël,https://www.marmiton.org/recettes/recette_quiche-a-la-pomme-de-terre-et-saucisse-de-viande_315640.aspx,bon marché,facile,108,c,b
Soupe de viande et légumes à la façon de Denis,4,2,"gîte de boeuf d'1,2 kg,poireau,oignon,chou -rave (rutabaga),céleri,carotte,bouillon de boeuf (tablettes),eau,poivre du moulin,sel.Dans une marmite, versez 2 litres d'eau avec les tablettes de bouillon...",140,https://www.marmiton.org/recettes/recherche.aspx?aqt=Viandes-de-Noël&start=660&page=56,Viandes-de-Noël,https://www.marmiton.org/recettes/recette_soupe-de-viande-et-legumes-a-la-facon-de-denis_52033.aspx,bon marché,très facile,36,d,d
Pommes de terre farcies à la viande et au poireau,0,0,"porc (des restes de la veille par exemple),pomme de terre moyennes,poireau,pain (enlever la croûte) ou utiliser du pain rassi,lait (de quoi recouvrir le pain),poivre,sel,bouillon de boeuf ou volaille si vous...",60,https://www.marmiton.org/recettes/recherche.aspx?aqt=Viandes-de-Noël&start=660&page=56,Viandes-de-Noël,https://www.marmiton.org/recettes/recette_pommes-de-terre-farcies-a-la-viande-et-au-poireau_81109.aspx,bon marché,facile,67,d,c
Pain de viande aux herbes et à l'emmental,0,0,"haché de veau ,jambon cuit,lard,emmental,beurre,oeuf,oignon,blanc de poulet cuits,persil,estragon,muscade râpée,poivre,sel.Emincer finement au robot le lard et l'incorporer à la viande de veau....",90,https://www.marmiton.org/recettes/recherche.aspx?aqt=Viandes-de-Noël&start=660&page=56,Viandes-de-Noël,https://www.marmiton.org/recettes/recette_pain-de-viande-aux-herbes-et-a-l-emmental_25783.aspx,Coût moyen,facile,28,d,d
Feuilles de blettes farcies à la viande et au riz,4.7,11,"blette,oignon haché,mouton ou d'agneau haché,boeuf haché,riz,oeuf + 1 jaune d'oeuf,huile,bouillon,jus de citron,persil haché.Blanchissez les feuilles de blettes à l'eau bouillante 5 minutes puis...",80,https://www.marmiton.org/recettes/recherche.aspx?aqt=Viandes-de-Noël&start=660&page=56,Viandes-de-Noël,https://www.marmiton.org/recettes/recette_feuilles-de-blettes-farcies-a-la-viande-et-au-riz_20007.aspx,Coût moyen,facile,268,d,e
Gratin de courgettes à la viande hachée de Camille,4.6,5,"courgette,tomate,steak hachés,oignon,nouilles,chapelure,beurre,gruyère râpé,muscade,fond de veau ou de volaille en poudre,sel.Préchauffer le four à 210°C (thermostat 7).Faire cuire les nouilles...",45,https://www.marmiton.org/recettes/recherche.aspx?aqt=Viandes-de-Noël&start=660&page=56,Viandes-de-Noël,https://www.marmiton.org/recettes/recette_gratin-de-courgettes-a-la-viande-hachee-de-camille_61532.aspx,bon marché,facile,351,a,c
Galette de viande hachée à la crème de poivron,4,3,"viande hachée (bœuf),poivron vert,échalote,persil plat,curcuma,poivre,sel,huile d'olive,oeuf,farine.Passer au hachoir électrique les échalotes. Mettre l’échalote hâchée dans un...",35,https://www.marmiton.org/recettes/recherche.aspx?aqt=Viandes-de-Noël&start=672&page=57,Viandes-de-Noël,https://www.marmiton.org/recettes/recette_galette-de-viande-hachee-a-la-creme-de-poivron_71863.aspx,bon marché,très facile,134,b,c
tarte aux poireaux et viande hachée,5,2,"viande hachée frais,poireau,café de boursin,pâte feuilletée,beurre,farine,lait.Laver les poireaux, les couper en morceaux et les faire cuire à la vapeur.Pendant ce temps étaler la pate feuilleté...",45,https://www.marmiton.org/recettes/recherche.aspx?aqt=Viandes-de-Noël&start=672&page=57,Viandes-de-Noël,https://www.marmiton.org/recettes/recette_tarte-aux-poireaux-et-viande-hachee_69516.aspx,bon marché,très facile,155,c,d
Tarte épicée à la viande et courgettes,4,1,"oignon,courgette moyennes,champignon de Paris,viande hâchée,lait,oeuf,huile d'olive,poivre,sel,piment de Cayenne et colombo,pâte feuilletée ..Emincer l'oignon et les champigons de Paris et les faire...",50,https://www.marmiton.org/recettes/recherche.aspx?aqt=Viandes-de-Noël&start=672&page=57,Viandes-de-Noël,https://www.marmiton.org/recettes/recette_tarte-epicee-a-la-viande-et-courgettes_54834.aspx,bon marché,très facile,82,a,b
"Gratin surprise légumes, viande et riz",4.2,11,"oignon,tomate moyennes,courgette,riz,viande boeuf haché,saucisse (genre chipolatas, godiveau ou merguez),parmesan ou pecorino,huile d'olive,persil,ail,poivre,sel.Couper l'oignon en morceaux, les faire...",65,https://www.marmiton.org/recettes/recherche.aspx?aqt=Viandes-de-Noël&start=672&page=57,Viandes-de-Noël,https://www.marmiton.org/recettes/recette_gratin-surprise-legumes-viande-et-riz_67635.aspx,bon marché,facile,182,a,b
Omelette à la viande hachée et au soja,3,1,"boeuf haché,oignon,germes de soja,nuoc mam,oeuf de canne,poivre,sel.Peler et émincer finement les oignons, les faire revenir dans une poêle beurrée bien chaude.Laisser les oignons colorer, puis y...",30,https://www.marmiton.org/recettes/recherche.aspx?aqt=Viandes-de-Noël&start=672&page=57,Viandes-de-Noël,https://www.marmiton.org/recettes/recette_omelette-a-la-viande-hachee-et-au-soja_24499.aspx,Coût moyen,facile,34,b,d
Penne sauce piquante à la viande,3,2,"penne,chair à saucisse,ail,oignon,échalote,sauge,aubergine,petit piment vert,tomates pelées au jus,concentré de tomates,vin blanc,coriandre moulue.Faire fondre l'oignon et l'échalote dans une...",40,https://www.marmiton.org/recettes/recherche.aspx?aqt=Viandes-de-Noël&start=672&page=57,Viandes-de-Noël,https://www.marmiton.org/recettes/recette_penne-sauce-piquante-a-la-viande_29977.aspx,Coût moyen,très facile,60,a,c
