,note,nrate,ingre,time,rooturl,pattern,recipeurl,budget,level,likes,nutriscore,ecoscore
Pâté de viande facile,4,9,"viande hachée (frais),pâte feuilletée,oignon,persil,sel,paprika.Ecrasez dans un saladier le steak haché en petits morceaux.Ensuite émincez l'oignon en petits morceaux également, puis incorporez-le...",85,https://www.marmiton.org/recettes/recherche.aspx?aqt=Viandes-de-Noël&start=84&page=8,Viandes-de-Noël,https://www.marmiton.org/recettes/recette_pate-de-viande-facile_56602.aspx,Coût moyen,facile,4000,d,d
Viandes en gelée aux légumes façon Potch,0,0,"veau,lapin (Deux belles cuisses),filet de poulet,escalope de dinde,carotte,navet,oignon moyens,ail,échalote,sel,viandox,gelée,persil frais,ciboulette,genièvre de loos (alcool fort).Couper les filets...",210,https://www.marmiton.org/recettes/recherche.aspx?aqt=Viandes-de-Noël&start=84&page=8,Viandes-de-Noël,https://www.marmiton.org/recettes/recette_viandes-en-gelee-aux-legumes-facon-potch_327217.aspx,bon marché,facile,33,a,c
Boulettes de viande persillées,0,0,"viande hachée type steak haché,oeuf,persil,ail,oignon,citron (jus),poivre,sel,gingembre,sauce soja,biscotte écrasées,sésame.Mixer le persil, l'ail, l'oignon, et les biscottes.Ajouter le mélange à...",25,https://www.marmiton.org/recettes/recherche.aspx?aqt=Viandes-de-Noël&start=84&page=8,Viandes-de-Noël,https://www.marmiton.org/recettes/recette_boulettes-de-viande-persillees_311505.aspx,bon marché,facile,224,b,b
Pains de viande internationaux,4.7,11,"viande hachée bœuf et porc,pain de mie rassis,bouillon,oeuf,feta,poivron rouge,ail,persil ou coriandre,origan,thym,poivre,sel,poivre,piment (selon le goût),tomate séchée,ail,olives aux...",90,https://www.marmiton.org/recettes/recherche.aspx?aqt=Viandes-de-Noël&start=84&page=8,Viandes-de-Noël,https://www.marmiton.org/recettes/recette_pains-de-viande-internationaux_66444.aspx,bon marché,très facile,2300,c,c
Pain de viande rapide,4.5,57,"boeuf maigre haché,persil,oignon,pain,sel,poivre,muscade,ketchup épicé,oeuf.Mettre dans le robot le persil et l'oignon.Hacher quelque secondes, puis ajouter le pain coupé en petits dés, mixer...",55,https://www.marmiton.org/recettes/recherche.aspx?aqt=Viandes-de-Noël&start=84&page=8,Viandes-de-Noël,https://www.marmiton.org/recettes/recette_pain-de-viande-rapide_18189.aspx,Coût moyen,facile,4900,d,e
Marinade exotique pour viandes,2,1,"petit piment,ail,oignon,clou de girofle,thym,citron vert,vinaigre.Dans un saladier, mettre l'oignon et l'ail émincés, les clous de girofle, le thym, le piment préalablement épépiné et coupé en...",10,https://www.marmiton.org/recettes/recherche.aspx?aqt=Viandes-de-Noël&start=96&page=9,Viandes-de-Noël,https://www.marmiton.org/recettes/recette_marinade-exotique-pour-viandes_71515.aspx,bon marché,très facile,82,a,b
Viandes confites au citron,0,0,"boeuf,veau,dinde ou poulet,ail,citron,huile d'olive,poivre,sel.Découpez les viandes en petits morceaux.Huilez une cocotte en terre et frottez-la avec la gousse d'ail. Disposez-y les viandes et arrosez...",205,https://www.marmiton.org/recettes/recherche.aspx?aqt=Viandes-de-Noël&start=96&page=9,Viandes-de-Noël,https://www.marmiton.org/recettes/recette_viandes-confites-au-citron_24320.aspx,Coût moyen,facile,20,b,e
Dinde farcie aux deux viandes et entourée de marrons,4.8,13,"dinde de 4 kg environ,vin blanc (pour la cuisson),haché de veau ,poitrine fumée,oignon,échalote,ail,persil haché,purée de marron au naturel en boîte,pain rassis,lait,oeuf,poivre,sel,marrons...",240,https://www.marmiton.org/recettes/recherche.aspx?aqt=Viandes-de-Noël&start=108&page=10,Viandes-de-Noël,https://www.marmiton.org/recettes/recette_dinde-farcie-aux-deux-viandes-et-entouree-de-marrons_28485.aspx,bon marché,facile,100,c,d
Pain de viande provençal,4.1,7,"pain rassis,boeuf haché,ail,purée de tomate,persil,basilic,origan,huile d'olive,poivre,sel.Préchauffez le four à 220°C (thermostat 7). Mixez le pain émietté avec l'ail, le persil et le basilic....",80,https://www.marmiton.org/recettes/recherche.aspx?aqt=Viandes-de-Noël&start=108&page=10,Viandes-de-Noël,https://www.marmiton.org/recettes/recette_pain-de-viande-provencal_16128.aspx,bon marché,très facile,560,a,e
Tajine de viande au coing,4.7,3,"viande de mouton non grasse de préférence l'épaule,oignon moyens râpés,tomate moyennes,coing,coriandre,cannelle,sel,gingembre,poivre,safran,moutarde d'huile d'olive.Mettre l'huile à chauffer,...",35,https://www.marmiton.org/recettes/recherche.aspx?aqt=Viandes-de-Noël&start=108&page=10,Viandes-de-Noël,https://www.marmiton.org/recettes/recette_tajine-de-viande-au-coing_54147.aspx,Coût moyen,facile,349,a,b
Rouleau de viande Tivolèse,4.5,2,"boeuf haché,haché de veau ,oeuf,chapelure fine,parmesan râpé,mortadelle,mozzarella,vin rosé ou rouge,eau,persil,ail,poivre,sel.Faire cuire 2 œufs durs.Les écaler et réserver.Dans un saladier,...",150,https://www.marmiton.org/recettes/recherche.aspx?aqt=Viandes-de-Noël&start=108&page=10,Viandes-de-Noël,https://www.marmiton.org/recettes/recette_rouleau-de-viande-tivolese_49394.aspx,Coût moyen,facile,174,c,d
Terrine aux 3 viandes pour ma lunch box,0,0,"oignon,poivron,piment rouge,steak hachés de boeuf,haché de veau ,blanc de poulet,oeuf,thym,huile d'olive.Couper en petits carrés les oignons, les poivrons et le piment.Faire revenir les légumes dans...",55,https://www.marmiton.org/recettes/recherche.aspx?aqt=Viandes-de-Noël&start=108&page=10,Viandes-de-Noël,https://www.marmiton.org/recettes/recette_terrine-aux-3-viandes-pour-ma-lunch-box_330488.aspx,Coût moyen,facile,49,a,d
Boulettes de viande de mémé,5,3,"viande hachée de boeuf,oeuf,oignon,tomate,ail,persil frais,pain,sel,poivre,huile de tournesol,lait et d'eau mélangé.Couper la tomate et l'oignon et tout petits morceaux et hacher le persil...",3000,https://www.marmiton.org/recettes/recherche.aspx?aqt=Viandes-de-Noël&start=132&page=12,Viandes-de-Noël,https://www.marmiton.org/recettes/recette_boulettes-de-viande-de-meme_342584.aspx,Coût moyen,facile,306,c,b
Sauce moutarde pour viande,3.7,3,"moutarde douce ou forte,maïzena Express pour sauces brunes,crème fraîche.Une fois cuite, retirez la viande de la poêle et placez-la sur une assiette, au chaud.Au jus de cuisson, ajoutez 2 à 3...",20,https://www.marmiton.org/recettes/recherche.aspx?aqt=Viandes-de-Noël&start=144&page=13,Viandes-de-Noël,https://www.marmiton.org/recettes/recette_sauce-moutarde-pour-viande_71653.aspx,bon marché,très facile,336,d,b
Tarte à la viande,4.2,10,"oignon,viande de boeuf hachée,gruyère râpé,oeuf,beurre,lait (20 cl),pâte brisée,poivre et cannelle,sel.Découpez l'oignon en petites lamelles, faites-les revenir dans un faitout avec la viande...",40,https://www.marmiton.org/recettes/recherche.aspx?aqt=Viandes-de-Noël&start=144&page=13,Viandes-de-Noël,https://www.marmiton.org/recettes/recette_tarte-a-la-viande_68410.aspx,bon marché,très facile,873,d,d
Pot au feu sans viande !,4.7,11,"carotte,navet,poireau,oignon,clou de girofle,chou blanc,poivre,sel,herbes de Provence,thym,laurier,cube de bouillon.Préparer la cocotte avec de l'eau et les 2 cubes Knorr. L'eau doit recouvrir les...",75,https://www.marmiton.org/recettes/recherche.aspx?aqt=Viandes-de-Noël&start=144&page=13,Viandes-de-Noël,https://www.marmiton.org/recettes/recette_pot-au-feu-sans-viande_65921.aspx,bon marché,très facile,100,d,d
Lasagnes à la viande,4.3,60,"lasagnes (précuites),viande hachée,oignon,ail,persil,coulis de tomate,farine,beurre,lait,parmesan râpé,poivre,sel.Hacher les oignons, l'ail et le persil et les mélanger à la viande hachée. Faire...",65,https://www.marmiton.org/recettes/recherche.aspx?aqt=Viandes-de-Noël&start=144&page=13,Viandes-de-Noël,https://www.marmiton.org/recettes/recette_lasagnes-a-la-viande_18057.aspx,bon marché,très facile,4500,b,d
"Endives braisées au jambon, farcies aux cinq viandes",4.5,2,"endive,veau,canard,porc,foie de volaille,porc,jambon de Parme,sauge,crépine de 10 sur 10 cm,citron,sucre.Préchauffez le four à 180°C (thermostat 6).Nettoyez les endives et cuisez-les à l'eau...",70,https://www.marmiton.org/recettes/recherche.aspx?aqt=Viandes-de-Noël&start=144&page=13,Viandes-de-Noël,https://www.marmiton.org/recettes/recette_endives-braisees-au-jambon-farcies-aux-cinq-viandes_53564.aspx,Coût moyen,Niveau moyen,452,a,d
Boulettes de viande à la suédoise,4.6,18,"beurre,oeuf,oignon finement hachés,pomme de terre bouillie, réduite en purée (une tasse),chapelure (fine),boeuf haché maigre,crème épaisse,sel,persil haché (au goût),farine,beurre et 2 cuillères à...",38,https://www.marmiton.org/recettes/recherche.aspx?aqt=Viandes-de-Noël&start=144&page=13,Viandes-de-Noël,https://www.marmiton.org/recettes/recette_boulettes-de-viande-a-la-suedoise_15601.aspx,bon marché,facile,1300,d,d
Boulettes de viande à l'algérienne,4.6,36,"bifteck haché,oignon,moutarde,menthe fraîche,huile d'olive,carvi,oeuf,ail,tomates pelées,concentré de tomates,bouquet garni.Mélanger la viande hachée avec la moutarde, la moitié de l'oignon...",60,https://www.marmiton.org/recettes/recherche.aspx?aqt=Viandes-de-Noël&start=144&page=13,Viandes-de-Noël,https://www.marmiton.org/recettes/recette_boulettes-de-viande-a-l-algerienne_81068.aspx,bon marché,facile,7900,a,d
Chausson à la viande,4.7,7,"pâte feuilletée,viande hachée,poivron rouge,carotte,céleri,champignon (selon les goûts),lardons fumés,purée de tomate,vin rouge,oignon,échalote,ail (selon les goûts),jaune...",75,https://www.marmiton.org/recettes/recherche.aspx?aqt=Viandes-de-Noël&start=144&page=13,Viandes-de-Noël,https://www.marmiton.org/recettes/recette_chausson-a-la-viande_224649.aspx,bon marché,facile,2600,b,c
Potjevleesch (viande en pot),4.7,6,"poulet,lapin,veau,lard,oignon,poivre,sel,thym,laurier,vin blanc.Potjevleesch signifie ""viande en pot"" en Flamand.Disposer dans le fond de la terrine une couche d'oignons coupés en rondelles. Ajouter...",195,https://www.marmiton.org/recettes/recherche.aspx?aqt=Viandes-de-Noël&start=144&page=13,Viandes-de-Noël,https://www.marmiton.org/recettes/recette_potjevleesch-viande-en-pot_11060.aspx,Coût moyen,Niveau moyen,435,b,d
pâté  à la viande,4.7,3,"pâte brisée,bourguignon,chair à saucisse,escalope de veau ou de dinde,oeuf,oignon,ail,vin blanc (sec),biscotte,persil,poivre,sel.Prendre un hachoir à viande et y passer toutes les viandes, les...",100,https://www.marmiton.org/recettes/recherche.aspx?aqt=Viandes-de-Noël&start=144&page=13,Viandes-de-Noël,https://www.marmiton.org/recettes/recette_pate-a-la-viande_71234.aspx,Coût moyen,facile,865,c,d
Beignet viande pomme de terre,5,1,"boeuf haché,pomme de terre,oignon,chapelure,oeuf,fromage râpé,farine,sel,poivre.Faire cuire les pommes de terre à l'eau. Elles doivent rester légèrement al dente. Dans un saladier, mélanger avec...",21,https://www.marmiton.org/recettes/recherche.aspx?aqt=Viandes-de-Noël&start=156&page=14,Viandes-de-Noël,https://www.marmiton.org/recettes/recette_beignet-viande-pomme-de-terre_345553.aspx,bon marché,très facile,181,b,d
Pain de viande au micro-ondes,5,2,"viande hachée de porc et de veau,oignon émincé très finement,biscotte en miettes,oeuf battu,ciboulette,poivre et paprika,sel.Ajouter l'oignon, la biscotte et l'oeuf à la viande haché. Bien...",27,https://www.marmiton.org/recettes/recherche.aspx?aqt=Viandes-de-Noël&start=156&page=14,Viandes-de-Noël,https://www.marmiton.org/recettes/recette_pain-de-viande-au-micro-ondes_172793.aspx,bon marché,très facile,501,c,d
Roulade de viande (Fleischnaka en Alsace),4.7,24,"farine,oeuf (80 g de farine pour 1 oeuf),oignon et une bonne touffe de persil,boeuf cuit ou frais ou autres restes de viande,pain trempée dans du lait chaud,oeuf,poivre,sel,muscade râpée,huile,bouillon...",60,https://www.marmiton.org/recettes/recherche.aspx?aqt=Viandes-de-Noël&start=156&page=14,Viandes-de-Noël,https://www.marmiton.org/recettes/recette_roulade-de-viande-fleischnaka-en-alsace_12876.aspx,bon marché,Niveau moyen,1600,d,e
boulettes de viande aux pistaches,4.7,7,"boeuf haché,pistaches natures, décortiquées,échalote fraîches,crème liquide,chapelure fine,huile d'arachide,sel,poivre.Pelez les échalotes et hachez-les finement. Rapez les pistaches dans une...",15,https://www.marmiton.org/recettes/recherche.aspx?aqt=Viandes-de-Noël&start=156&page=14,Viandes-de-Noël,https://www.marmiton.org/recettes/recette_boulettes-de-viande-aux-pistaches_43274.aspx,bon marché,facile,356,d,e
Tourte à la viande de Dada,5,1,"porc haché,boeuf haché,pain de mie sans croûte,pâte brisée (ou feuilletées selon préférence),jaune d'oeuf,vin blanc sec,ail,persil,thym,poivre,sel,crème liquide (ou plus pour les gourmands).Dans...",65,https://www.marmiton.org/recettes/recherche.aspx?aqt=Viandes-de-Noël&start=156&page=14,Viandes-de-Noël,https://www.marmiton.org/recettes/recette_tourte-a-la-viande-de-dada_83533.aspx,bon marché,facile,321,d,d
Cari de viande hachée au gingembre,4.2,20,"boeuf hâché,ail,tomates pelées,curcuma,gingembre frais (ou 2 cuillère à café de gingembre en poudre),poivre,sel.Dans une poêle, faire cuire la viande hâchée. Dès qu'elle est colorée,...",35,https://www.marmiton.org/recettes/recherche.aspx?aqt=Viandes-de-Noël&start=156&page=14,Viandes-de-Noël,https://www.marmiton.org/recettes/recette_cari-de-viande-hachee-au-gingembre_36855.aspx,bon marché,très facile,3400,b,d
Kotbullar :  boulettes de viande suédoises,3,1,"viande hachée (moitié bœuf, moitié porc),oeuf,lait,oignon,chapelure,ail,poivre,sel,huile d'olive,margarine,farine,brique de soja cuisine,brique de crème liquide ou semi-épaisse,bouillon de votre...",30,https://www.marmiton.org/recettes/recherche.aspx?aqt=Viandes-de-Noël&start=156&page=14,Viandes-de-Noël,https://www.marmiton.org/recettes/recette_kotbullar-boulettes-de-viande-suedoises_231303.aspx,Coût moyen,facile,140,d,c
Risotto de viandes à la bière,0,0,"porc,veau,tomate,carotte,champignon de Paris,jambon fumé,oignon,bouillon de boeuf,bière,sel de céleri,riz,beurre,persil.Faire fondre 45 g de beurre dans une casserole, et ajouter le riz, sur feu doux...",100,https://www.marmiton.org/recettes/recherche.aspx?aqt=Viandes-de-Noël&start=180&page=16,Viandes-de-Noël,https://www.marmiton.org/recettes/recette_risotto-de-viandes-a-la-biere_42608.aspx,assez cher,facile,30,d,d
Tourte viande et  fromage,4.8,31,"pâte feuilleté,gruyère râpé,porc et boeuf haché,jaune d'oeuf,moutarde,poivre,sel,oignon,persil haché,tomate,huile d'olive.Etaler la de pâte feuilletée dans un moule de diamètre 22 en laissant...",70,https://www.marmiton.org/recettes/recherche.aspx?aqt=Viandes-de-Noël&start=180&page=16,Viandes-de-Noël,https://www.marmiton.org/recettes/recette_tourte-viande-et-fromage_11165.aspx,Coût moyen,facile,2300,b,c
Tartelette viande hachée ,5,3,"pâte brisée,poivron rouge,poivron vert,concentré de tomates,mozzarella,oeuf,viande hachée,beurre,eau,fromage râpé,sel,poivre,paprika,ail en poudre,oignon.Couper la pâte brisée en 4 et la mettre...",35,https://www.marmiton.org/recettes/recherche.aspx?aqt=Viandes-de-Noël&start=180&page=16,Viandes-de-Noël,https://www.marmiton.org/recettes/recette_tartelette-viande-hachee_345086.aspx,Coût moyen,facile,336,c,c
Pain de viande champignons et tomates,4.5,4,"porc /boeuf,pain de mie,purée de tomate,champignon de Paris émincés (une boîte convient aussi),oignon moyen émincé,persil haché,basilic ciselé,origan,huile d'olive,poivre,sel.Mélanger dans un...",75,https://www.marmiton.org/recettes/recherche.aspx?aqt=Viandes-de-Noël&start=180&page=16,Viandes-de-Noël,https://www.marmiton.org/recettes/recette_pain-de-viande-champignons-et-tomates_30185.aspx,bon marché,très facile,2900,a,d
Boulettes de viande à la russe,4.7,17,"farce (mélange porc/boeuf),oignon,ail,oeuf,riz,poivre,sel,persil,aneth (au choix et au goût de chacun),concentré de tomates,carotte (optionnel),huile d'olive.Hachez finement l'oignon et l'ail et...",25,https://www.marmiton.org/recettes/recherche.aspx?aqt=Viandes-de-Noël&start=180&page=16,Viandes-de-Noël,https://www.marmiton.org/recettes/recette_boulettes-de-viande-a-la-russe_20757.aspx,bon marché,très facile,1500,a,d
Tourte viande et pommes de terre,4.7,15,"porc haché,eau,oignon moyen coupé très fin,ail coupé fin,sel,thym,sauge,moutarde sèche,pomme de terre coupé très fin en petits morceaux,pâte brisée.Mettre tous les ingrédients à cuire dans une...",70,https://www.marmiton.org/recettes/recherche.aspx?aqt=Viandes-de-Noël&start=180&page=16,Viandes-de-Noël,https://www.marmiton.org/recettes/recette_tourte-viande-et-pommes-de-terre_12171.aspx,bon marché,très facile,1800,b,c
Polpettes ou croquettes de viande italiennes,4.9,13,"viande hachée de boeuf,chair à saucisse,pecorino romano (fromage italien),oeuf,pain rassi (l'équivalent d'un gros pain),ail,huile d'olive,menthe fraîche hachée,persil haché,huile.Faire tremper les...",120,https://www.marmiton.org/recettes/recherche.aspx?aqt=Viandes-de-Noël&start=180&page=16,Viandes-de-Noël,https://www.marmiton.org/recettes/recette_polpettes-ou-croquettes-de-viande-italiennes_37190.aspx,bon marché,facile,2600,d,c
Délice de poireaux et viande hachée,4.8,30,"viande hachée (ou 4 steaks hachés),poireau,oignon,ail,gingembre,cube de bouillon de volaille,crème liquide,beurre ,sel,poivre.Émincer l'ail et l'oignon. Les faire revenir avec le beurre dans une...",40,https://www.marmiton.org/recettes/recherche.aspx?aqt=Viandes-de-Noël&start=180&page=16,Viandes-de-Noël,https://www.marmiton.org/recettes/recette_delice-de-poireaux-et-viande-hachee_335429.aspx,bon marché,facile,100,d,d
Pain de viande à la provençale,4.3,10,"viande hachée,échalote émincées,lardons fumés,concentré de tomates,persil haché,poivron rouge (pelé) coupé en morceaux de +/- 1,5 cm,jaune d'oeuf,pain trempées dans du lait et...",80,https://www.marmiton.org/recettes/recherche.aspx?aqt=Viandes-de-Noël&start=192&page=17,Viandes-de-Noël,https://www.marmiton.org/recettes/recette_pain-de-viande-a-la-provencale_50393.aspx,bon marché,facile,716,c,c
Gratin de Courgettes à la viande,4.7,241,"courgette de taille moyenne,oignon,viande hachée,coulis de tomate,crème fraîche liquide entière,gruyère râpé,poivre,sel.1) Couper la moitié de l'oignon en lamelles et les courgettes en rondelles....",120,https://www.marmiton.org/recettes/recherche.aspx?aqt=Viandes-de-Noël&start=192&page=17,Viandes-de-Noël,https://www.marmiton.org/recettes/recette_gratin-de-courgettes_22983.aspx,Coût moyen,facile,2800,b,b
Gratin de tomates à la viande,4.4,5,"tomate,champignon de Paris,viande hachée,fromage râpé (gruyère ou autre),crème légère,ail,oignon,poivre,sel,herbes de Provence.Faire revenir la viande hachée dans une poêle avec l'ail, l'oignon,...",60,https://www.marmiton.org/recettes/recherche.aspx?aqt=Viandes-de-Noël&start=192&page=17,Viandes-de-Noël,https://www.marmiton.org/recettes/recette_gratin-de-tomates-a-la-viande_39840.aspx,bon marché,facile,245,c,b
Curry de viande (méthode khmère),4.7,7,"curry,viande (poulet, dinde, boeuf ou porc),lait de noix de coco,pomme de terre,carotte,oignon,échalote écrasées.Mettre dans une casserole un verre de lait de coco, la préparation curry et les...",60,https://www.marmiton.org/recettes/recherche.aspx?aqt=Viandes-de-Noël&start=192&page=17,Viandes-de-Noël,https://www.marmiton.org/recettes/recette_curry-de-viande-methode-khmere_24677.aspx,bon marché,très facile,260,a,a
Baekenofe (ragoût de viande alsacien),4,1,"épaule d'agneau désossée,échine de porc désossée,boeuf,pomme de terre,oignon,carotte,poireau,feuille de laurier,vin blanc d'Alsace,saindoux,ail,persil,clou de girofle,bouquet garni,vin blanc...",270,https://www.marmiton.org/recettes/recherche.aspx?aqt=Viandes-de-Noël&start=192&page=17,Viandes-de-Noël,https://www.marmiton.org/recettes/recette_baekenofe-ragout-de-viande-alsacien_28401.aspx,Coût moyen,facile,310,a,c
Boulettes de viande aux champignons,4.5,4,"viande hachée,champignon de Paris ou de champignons variés.,oignon moyen,persil,ail,jaune d'oeuf.Passer au mixer les champignons nettoyés, l'oignon, le persil, l'ail et le jaune d'oeuf.Mélanger...",25,https://www.marmiton.org/recettes/recherche.aspx?aqt=Viandes-de-Noël&start=192&page=17,Viandes-de-Noël,https://www.marmiton.org/recettes/recette_boulettes-de-viande-aux-champignons_55733.aspx,bon marché,très facile,445,a,b
Boulettes de viande à la Sicilienne,4.9,43,"boeuf haché ou veau,oeuf,pecorino ou parmesan râpé,chapelure,basilic,persil,menthe,oignon,ail,poivre,sel,huile d'olive.Pelez et hachez très finement l'ail, l'oignon et les herbes. Mélangez tous les...",20,https://www.marmiton.org/recettes/recherche.aspx?aqt=Viandes-de-Noël&start=192&page=17,Viandes-de-Noël,https://www.marmiton.org/recettes/recette_boulettes-de-viande-a-la-sicilienne_70135.aspx,bon marché,très facile,1900,d,e
"Marinade citron, huile d'olive et miel pour viandes blanches",5,3,"huile d'olive,citron jaune pressé,miel,piment en poudre,poivre,sel,ail en poudre ou petits morceaux d'ail frais.Bien mélanger les ingrédients.Couper la viande en morceaux et la faire mariner 1 nuit ou...",5,https://www.marmiton.org/recettes/recherche.aspx?aqt=Viandes-de-Noël&start=192&page=17,Viandes-de-Noël,https://www.marmiton.org/recettes/recette_marinade-citron-huile-d-olive-et-miel-pour-viandes-blanches_50163.aspx,bon marché,très facile,1500,d,c
Bricks à la viande,4.3,6,"viande hachée (chez le boucher),oignon,menthe (5 brins pour la prépa et le reste pour la déco),persil,oeuf,poivre,sel,brick,salade verte,huile d'olive.Bien mouliner l'oignon avec les feuilles de...",25,https://www.marmiton.org/recettes/recherche.aspx?aqt=Viandes-de-Noël&start=204&page=18,Viandes-de-Noël,https://www.marmiton.org/recettes/recette_bricks-a-la-viande_53794.aspx,bon marché,très facile,100,c,c
Courgettes farcies au duo de viandes,0,0,"courgette,viande de porc et de boeuf,oignon,échalote,huile d'olive,bouquet garni (persil frais, laurier, thym),sauce tomate (1 petit pot),poivre,sel.Préchauffer votre four à 180°C (thermostat...",70,https://www.marmiton.org/recettes/recherche.aspx?aqt=Viandes-de-Noël&start=204&page=18,Viandes-de-Noël,https://www.marmiton.org/recettes/recette_courgettes-farcies-au-duo-de-viandes_23203.aspx,Coût moyen,facile,82,a,a
Potjevleisch (petit pot de viandes),4,1,"cuisse de poulet,râble de lapin (ou tout autre morceau de choix),sauté de veau ,carotte coupées en gros morceaux,oignon,échalote,persil,thym,laurier,poivre,sel,vin blanc sec,vinaigre...",210,https://www.marmiton.org/recettes/recherche.aspx?aqt=Viandes-de-Noël&start=204&page=18,Viandes-de-Noël,https://www.marmiton.org/recettes/recette_potjevleisch-petit-pot-de-viandes_62006.aspx,Coût moyen,Niveau moyen,97,a,d
Pâté de pommes de terre et viande,0,0,"farine,beurre,sel fin,eau,pomme de terre à purée (thym, ail et laurier pour leur cuisson),chair à saucisse,ail,persil plat,échalote,poivre,sel,crème liquide.Pour un moule à tarte de 22 cm.Peler,...",90,https://www.marmiton.org/recettes/recherche.aspx?aqt=Viandes-de-Noël&start=204&page=18,Viandes-de-Noël,https://www.marmiton.org/recettes/recette_pate-de-pommes-de-terre-et-viande_73449.aspx,bon marché,facile,500,d,c
Pain de viande (veau et boeuf),4.5,2,"boeuf haché,haché de veau ,oignon doux (de préférence oignon des Cévennes),persil haché,estragon haché,pain de mie ou de campagne sans croûte (de préférence un peu rassies),lait,poivre,sel,huile...",60,https://www.marmiton.org/recettes/recherche.aspx?aqt=Viandes-de-Noël&start=204&page=18,Viandes-de-Noël,https://www.marmiton.org/recettes/recette_pain-de-veau-et-boeuf_308723.aspx,bon marché,facile,250,c,e
Boulettes de viande sauce chasseur,4.3,3,"viande hachées porc boeuf,jaune d'oeuf,chapelure,persil lyophilisé,beurre,huile d'olive,oignon,eau,sucre,eau,cube de bouillon de boeuf,vin rouge de table,moutarde,champignon de Paris émincés en...",75,https://www.marmiton.org/recettes/recherche.aspx?aqt=Viandes-de-Noël&start=204&page=18,Viandes-de-Noël,https://www.marmiton.org/recettes/recette_boulettes-viande-sauce-chasseur_229392.aspx,Coût moyen,facile,279,d,c
Parmentier au potiron (restes de viande),4.4,18,"viande cuite (restes de pot-au-feu, de poulet ou steak haché. On peut mélanger les viandes),pomme de terre,potiron,oignon,ail,bouillon de pot-au-feu ou de boeuf,beurre,lait,gruyère...",80,https://www.marmiton.org/recettes/recherche.aspx?aqt=Viandes-de-Noël&start=204&page=18,Viandes-de-Noël,https://www.marmiton.org/recettes/recette_parmentier-au-potiron-restes-de-viande_25595.aspx,Coût moyen,facile,1400,d,b
Gratin de blettes à la viande,4.9,22,"blette,boeuf haché,oignon,échalote,ail,beurre,herbes de Provence,gruyère râpé,béchamel (50 cl de lait, 30 g de beurre, 30 g de farine),poivre,sel.Retirez le vert des côtes de blettes, lavez sous...",60,https://www.marmiton.org/recettes/recherche.aspx?aqt=Viandes-de-Noël&start=204&page=18,Viandes-de-Noël,https://www.marmiton.org/recettes/recette_gratin-de-blettes-a-la-viande_62177.aspx,bon marché,facile,705,c,d
Cake de viande et endives fondantes,4.5,6,"endive moyennes,steak hachés (frais ou surgelés),comté,bleu (d'Auvergne ou Fourme d'Ambert),ail,oeuf,lait,farine,levure chimique,poivre.Préchauffez votre four à th 7 (210°C).Lavez les endives, et...",60,https://www.marmiton.org/recettes/recherche.aspx?aqt=Viandes-de-Noël&start=204&page=18,Viandes-de-Noël,https://www.marmiton.org/recettes/recette_cake-de-viande-et-endives-fondantes_45251.aspx,Coût moyen,très facile,322,b,d
Risotto aux 3 viandes,4.3,6,"saucisse,lardons (fumés ou natures),blanc de poulet,riz pour risotto,oignon,persillade (2 gousses d'ail hachées avec du persil),vin blanc,eau,poivre,cube de bouillon,champignon (quantité selon les...",50,https://www.marmiton.org/recettes/recherche.aspx?aqt=Viandes-de-Noël&start=228&page=20,Viandes-de-Noël,https://www.marmiton.org/recettes/recette_risotto-aux-3-viandes_61220.aspx,bon marché,facile,224,d,d
Chaussons de dinde (avec des restes de viande),5,2,"pâte feuilletée,dinde,béchamel épaisse,Fines herbes hachées,origan (facultatif),jaune d'oeuf,poivre,sel.Préchauffer votre four à 210°C (thermostat 7).Déposer les restes de dinde dans le bol d'un...",40,https://www.marmiton.org/recettes/recherche.aspx?aqt=Viandes-de-Noël&start=240&page=21,Viandes-de-Noël,https://www.marmiton.org/recettes/recette_chaussons-de-dinde-avec-des-restes-de-viande_20486.aspx,bon marché,très facile,197,d,c
Boulettes de viande façon oeuf cocotte,5,1,"oeuf de caille,viande hachée,chapelure,coriandre,huile,poivre,sel.Préchauffer le four à 180°C (thermostat 6). Dans un saladier, mélanger la viande avec la chapelure et la coriandre ciselée. Saler...",27,https://www.marmiton.org/recettes/recherche.aspx?aqt=Viandes-de-Noël&start=240&page=21,Viandes-de-Noël,https://www.marmiton.org/recettes/recette_boulettes-de-viande-facon-oeuf-cocotte_347729.aspx,bon marché,facile,468,c,c
Petits pains à la viande de boeuf,5,3,"farine,oeuf,levure de boulanger,eau tiède sucrée et salée,beurre,lait tiède,sel,oignon,viande hachée de boeuf,huile d'olive.Mettre la farine dans un contenant adéquat, ajouter le beurre ramolli,...",55,https://www.marmiton.org/recettes/recherche.aspx?aqt=Viandes-de-Noël&start=240&page=21,Viandes-de-Noël,https://www.marmiton.org/recettes/recette_petits-pains-a-la-viande-de-boeuf_230678.aspx,bon marché,facile,573,c,c
